country,generation,count_exports
Afghanistan,0,41
Afr.Other NS,0,9
Africa N.NES,0,0
Albania,0,90
Algeria,0,21
Angola,0,6
Areas NES,0,118
Argentina,0,163
Armenia,0,56
Asia NES,0,16
Asia West NS,0,5
Australia,0,151
Austria,0,297
Azerbaijan,0,55
Bahamas,0,40
Bahrain,0,51
Bangladesh,0,56
Barbados,0,54
Belarus,0,60
Belgium-Lux,0,308
Belize,0,38
Benin,0,30
Bermuda,0,39
Bolivia,0,75
Bosnia Herzg,0,93
Br.Antr.Terr,0,1
Brazil,0,200
Bulgaria,0,209
Burkina Faso,0,36
Burundi,0,10
CACM NES,0,1
Cambodia,0,38
Cameroon,0,22
Canada,0,195
Cent.Afr.Rep,0,13
Chad,0,8
Chile,0,106
China,0,247
China FTZ,0,98
China HK SAR,0,165
China MC SAR,0,52
Colombia,0,120
Congo,0,20
Costa Rica,0,64
Cote Divoire,0,51
Croatia,0,182
Cuba,0,38
Cyprus,0,109
Czech Rep,0,298
Dem.Rp.Congo,0,21
Denmark,0,207
Djibouti,0,15
Dominican Rp,0,83
EEC NES,0,8
Ecuador,0,73
Egypt,0,129
El Salvador,0,54
Eq.Guinea,0,9
Estonia,0,118
Ethiopia,0,33
Eur.Other NE,0,6
Falkland Is,0,15
Fiji,0,62
Finland,0,144
Fr Ind O,0,11
Fr.Guiana,0,1
"France,Monac",0,333
Gabon,0,14
Gambia,0,17
Georgia,0,77
Germany,0,354
Ghana,0,57
Gibraltar,0,25
Greece,0,206
Greenland,0,21
Guadeloupe,0,7
Guatemala,0,77
Guinea,0,24
GuineaBissau,0,36
Guyana,0,29
Haiti,0,45
Honduras,0,58
Hungary,0,195
Iceland,0,45
India,0,214
Indonesia,0,200
Iran,0,36
Iraq,0,3
Ireland,0,98
Israel,0,140
Italy,0,330
Jamaica,0,49
Japan,0,198
Jordan,0,98
Kazakhstan,0,74
Kenya,0,67
Kiribati,0,28
Korea D P Rp,0,134
Korea Rep.,0,167
Kuwait,0,15
Kyrgyzstan,0,77
LAIA NES,0,0
Lao P.Dem.R,0,42
Latvia,0,103
Lebanon,0,98
Liberia,0,11
Libya,0,16
Lithuania,0,138
Madagascar,0,64
Malawi,0,33
Malaysia,0,101
Mali,0,41
Malta,0,47
Mauritania,0,14
Mauritius,0,50
Mexico,0,145
Mongolia,0,51
Morocco,0,111
Mozambique,0,57
Myanmar,0,78
Nepal,0,53
Neth.Ant.Aru,0,29
Netherlands,0,266
Neutral Zone,0,2
New Calednia,0,20
New Zealand,0,144
Nicaragua,0,48
Niger,0,18
Nigeria,0,25
Norway,0,89
Occ.Pal.Terr,0,5
Oman,0,18
Oth.Oceania,0,24
Pakistan,0,106
Panama,0,113
Papua N.Guin,0,32
Paraguay,0,76
Peru,0,123
Philippines,0,98
Poland,0,285
Portugal,0,200
Qatar,0,16
Rep Moldova,0,98
Romania,0,178
Russian Fed,0,111
Rwanda,0,17
Samoa,0,11
Saudi Arabia,0,22
Senegal,0,49
Seychelles,0,15
Sierra Leone,0,39
Singapore,0,106
Slovakia,0,205
Slovenia,0,222
Somalia,0,17
South Africa,0,171
Spain,0,310
Sri Lanka,0,100
St.Helena,0,8
St.Kt-Nev-An,0,51
St.Pierre Mq,0,6
Sudan,0,32
Suriname,0,27
Sweden,0,206
Switz.Liecht,0,219
Syria,0,51
TFYR Macedna,0,82
Taiwan,0,176
Tajikistan,0,43
Tanzania,0,65
Thailand,0,207
Togo,0,27
Trinidad Tbg,0,35
Tunisia,0,122
Turkey,0,222
Turkmenistan,0,37
UK,0,264
US NES,0,34
USA,0,322
Uganda,0,33
Ukraine,0,182
Untd Arab Em,0,68
Uruguay,0,138
Uzbekistan,0,74
Venezuela,0,52
Viet Nam,0,123
Yemen,0,18
Yugoslavia,0,161
Zambia,0,37
Zimbabwe,0,84
Afghanistan,1,41
Afr.Other NS,1,9
Africa N.NES,1,0
Albania,1,90
Algeria,1,21
Angola,1,6
Areas NES,1,118
Argentina,1,163
Armenia,1,58
Asia NES,1,18
Asia West NS,1,5
Australia,1,151
Austria,1,298
Azerbaijan,1,55
Bahamas,1,40
Bahrain,1,51
Bangladesh,1,56
Barbados,1,55
Belarus,1,61
Belgium-Lux,1,308
Belize,1,39
Benin,1,30
Bermuda,1,39
Bolivia,1,75
Bosnia Herzg,1,93
Br.Antr.Terr,1,1
Brazil,1,200
Bulgaria,1,209
Burkina Faso,1,36
Burundi,1,10
CACM NES,1,1
Cambodia,1,39
Cameroon,1,22
Canada,1,195
Cent.Afr.Rep,1,13
Chad,1,8
Chile,1,106
China,1,247
China FTZ,1,98
China HK SAR,1,165
China MC SAR,1,52
Colombia,1,123
Congo,1,20
Costa Rica,1,64
Cote Divoire,1,51
Croatia,1,182
Cuba,1,38
Cyprus,1,110
Czech Rep,1,298
Dem.Rp.Congo,1,21
Denmark,1,208
Djibouti,1,15
Dominican Rp,1,83
EEC NES,1,8
Ecuador,1,73
Egypt,1,129
El Salvador,1,54
Eq.Guinea,1,9
Estonia,1,118
Ethiopia,1,33
Eur.Other NE,1,6
Falkland Is,1,15
Fiji,1,62
Finland,1,144
Fr Ind O,1,11
Fr.Guiana,1,1
"France,Monac",1,333
Gabon,1,14
Gambia,1,17
Georgia,1,77
Germany,1,354
Ghana,1,57
Gibraltar,1,25
Greece,1,206
Greenland,1,21
Guadeloupe,1,7
Guatemala,1,77
Guinea,1,24
GuineaBissau,1,38
Guyana,1,32
Haiti,1,47
Honduras,1,59
Hungary,1,198
Iceland,1,45
India,1,214
Indonesia,1,200
Iran,1,36
Iraq,1,3
Ireland,1,98
Israel,1,140
Italy,1,330
Jamaica,1,50
Japan,1,198
Jordan,1,101
Kazakhstan,1,74
Kenya,1,67
Kiribati,1,28
Korea D P Rp,1,135
Korea Rep.,1,168
Kuwait,1,15
Kyrgyzstan,1,78
LAIA NES,1,0
Lao P.Dem.R,1,43
Latvia,1,103
Lebanon,1,103
Liberia,1,11
Libya,1,16
Lithuania,1,138
Madagascar,1,65
Malawi,1,36
Malaysia,1,102
Mali,1,42
Malta,1,47
Mauritania,1,14
Mauritius,1,50
Mexico,1,148
Mongolia,1,52
Morocco,1,111
Mozambique,1,62
Myanmar,1,78
Nepal,1,53
Neth.Ant.Aru,1,29
Netherlands,1,266
Neutral Zone,1,2
New Calednia,1,20
New Zealand,1,144
Nicaragua,1,48
Niger,1,18
Nigeria,1,25
Norway,1,89
Occ.Pal.Terr,1,5
Oman,1,18
Oth.Oceania,1,27
Pakistan,1,107
Panama,1,115
Papua N.Guin,1,32
Paraguay,1,77
Peru,1,123
Philippines,1,99
Poland,1,286
Portugal,1,200
Qatar,1,20
Rep Moldova,1,98
Romania,1,178
Russian Fed,1,111
Rwanda,1,17
Samoa,1,11
Saudi Arabia,1,22
Senegal,1,49
Seychelles,1,15
Sierra Leone,1,42
Singapore,1,106
Slovakia,1,208
Slovenia,1,222
Somalia,1,17
South Africa,1,171
Spain,1,310
Sri Lanka,1,100
St.Helena,1,8
St.Kt-Nev-An,1,52
St.Pierre Mq,1,6
Sudan,1,32
Suriname,1,27
Sweden,1,206
Switz.Liecht,1,219
Syria,1,53
TFYR Macedna,1,82
Taiwan,1,177
Tajikistan,1,44
Tanzania,1,65
Thailand,1,208
Togo,1,27
Trinidad Tbg,1,35
Tunisia,1,122
Turkey,1,222
Turkmenistan,1,38
UK,1,264
US NES,1,37
USA,1,322
Uganda,1,33
Ukraine,1,182
Untd Arab Em,1,71
Uruguay,1,140
Uzbekistan,1,74
Venezuela,1,52
Viet Nam,1,123
Yemen,1,18
Yugoslavia,1,161
Zambia,1,37
Zimbabwe,1,85
Afghanistan,2,41
Afr.Other NS,2,9
Africa N.NES,2,0
Albania,2,90
Algeria,2,21
Angola,2,6
Areas NES,2,118
Argentina,2,163
Armenia,2,61
Asia NES,2,20
Asia West NS,2,5
Australia,2,151
Austria,2,299
Azerbaijan,2,55
Bahamas,2,40
Bahrain,2,53
Bangladesh,2,56
Barbados,2,55
Belarus,2,61
Belgium-Lux,2,308
Belize,2,41
Benin,2,30
Bermuda,2,39
Bolivia,2,75
Bosnia Herzg,2,94
Br.Antr.Terr,2,1
Brazil,2,200
Bulgaria,2,209
Burkina Faso,2,36
Burundi,2,10
CACM NES,2,1
Cambodia,2,39
Cameroon,2,22
Canada,2,195
Cent.Afr.Rep,2,13
Chad,2,8
Chile,2,106
China,2,247
China FTZ,2,98
China HK SAR,2,165
China MC SAR,2,52
Colombia,2,124
Congo,2,20
Costa Rica,2,67
Cote Divoire,2,51
Croatia,2,182
Cuba,2,38
Cyprus,2,111
Czech Rep,2,298
Dem.Rp.Congo,2,21
Denmark,2,208
Djibouti,2,15
Dominican Rp,2,83
EEC NES,2,8
Ecuador,2,73
Egypt,2,131
El Salvador,2,54
Eq.Guinea,2,9
Estonia,2,118
Ethiopia,2,33
Eur.Other NE,2,6
Falkland Is,2,15
Fiji,2,62
Finland,2,144
Fr Ind O,2,11
Fr.Guiana,2,1
"France,Monac",2,333
Gabon,2,14
Gambia,2,17
Georgia,2,77
Germany,2,354
Ghana,2,57
Gibraltar,2,25
Greece,2,208
Greenland,2,21
Guadeloupe,2,7
Guatemala,2,77
Guinea,2,24
GuineaBissau,2,38
Guyana,2,33
Haiti,2,48
Honduras,2,59
Hungary,2,198
Iceland,2,45
India,2,214
Indonesia,2,200
Iran,2,36
Iraq,2,3
Ireland,2,98
Israel,2,140
Italy,2,330
Jamaica,2,52
Japan,2,198
Jordan,2,101
Kazakhstan,2,74
Kenya,2,69
Kiribati,2,28
Korea D P Rp,2,135
Korea Rep.,2,168
Kuwait,2,15
Kyrgyzstan,2,80
LAIA NES,2,0
Lao P.Dem.R,2,43
Latvia,2,103
Lebanon,2,104
Liberia,2,11
Libya,2,16
Lithuania,2,139
Madagascar,2,66
Malawi,2,38
Malaysia,2,102
Mali,2,42
Malta,2,50
Mauritania,2,14
Mauritius,2,50
Mexico,2,148
Mongolia,2,52
Morocco,2,111
Mozambique,2,62
Myanmar,2,78
Nepal,2,53
Neth.Ant.Aru,2,29
Netherlands,2,266
Neutral Zone,2,2
New Calednia,2,20
New Zealand,2,144
Nicaragua,2,50
Niger,2,18
Nigeria,2,25
Norway,2,89
Occ.Pal.Terr,2,5
Oman,2,18
Oth.Oceania,2,28
Pakistan,2,107
Panama,2,115
Papua N.Guin,2,32
Paraguay,2,79
Peru,2,123
Philippines,2,99
Poland,2,287
Portugal,2,200
Qatar,2,20
Rep Moldova,2,98
Romania,2,178
Russian Fed,2,111
Rwanda,2,17
Samoa,2,12
Saudi Arabia,2,22
Senegal,2,49
Seychelles,2,15
Sierra Leone,2,45
Singapore,2,106
Slovakia,2,209
Slovenia,2,223
Somalia,2,17
South Africa,2,171
Spain,2,310
Sri Lanka,2,100
St.Helena,2,8
St.Kt-Nev-An,2,52
St.Pierre Mq,2,6
Sudan,2,32
Suriname,2,27
Sweden,2,206
Switz.Liecht,2,219
Syria,2,55
TFYR Macedna,2,83
Taiwan,2,177
Tajikistan,2,46
Tanzania,2,65
Thailand,2,208
Togo,2,27
Trinidad Tbg,2,35
Tunisia,2,123
Turkey,2,222
Turkmenistan,2,41
UK,2,264
US NES,2,38
USA,2,322
Uganda,2,33
Ukraine,2,182
Untd Arab Em,2,74
Uruguay,2,144
Uzbekistan,2,74
Venezuela,2,52
Viet Nam,2,123
Yemen,2,18
Yugoslavia,2,162
Zambia,2,37
Zimbabwe,2,87
Afghanistan,3,41
