country,generation,count_exports
Afghanistan,0,41
Afr.Other NS,0,9
Africa N.NES,0,0
Albania,0,90
Algeria,0,21
Angola,0,6
Areas NES,0,118
Argentina,0,163
Armenia,0,56
Asia NES,0,16
Asia West NS,0,5
Australia,0,151
Austria,0,297
Azerbaijan,0,55
Bahamas,0,40
Bahrain,0,51
Bangladesh,0,56
Barbados,0,54
Belarus,0,60
Belgium-Lux,0,308
Belize,0,38
Benin,0,30
Bermuda,0,39
Bolivia,0,75
Bosnia Herzg,0,93
Br.Antr.Terr,0,1
Brazil,0,200
Bulgaria,0,209
Burkina Faso,0,36
Burundi,0,10
CACM NES,0,1
Cambodia,0,38
Cameroon,0,22
Canada,0,195
Cent.Afr.Rep,0,13
Chad,0,8
Chile,0,106
China,0,247
China FTZ,0,98
China HK SAR,0,165
China MC SAR,0,52
Colombia,0,120
Congo,0,20
Costa Rica,0,64
Cote Divoire,0,51
Croatia,0,182
Cuba,0,38
Cyprus,0,109
Czech Rep,0,298
Dem.Rp.Congo,0,21
Denmark,0,207
Djibouti,0,15
Dominican Rp,0,83
EEC NES,0,8
Ecuador,0,73
Egypt,0,129
El Salvador,0,54
Eq.Guinea,0,9
Estonia,0,118
Ethiopia,0,33
Eur.Other NE,0,6
Falkland Is,0,15
Fiji,0,62
Finland,0,144
Fr Ind O,0,11
Fr.Guiana,0,1
"France,Monac",0,333
Gabon,0,14
Gambia,0,17
Georgia,0,77
Germany,0,354
Ghana,0,57
Gibraltar,0,25
Greece,0,206
Greenland,0,21
Guadeloupe,0,7
Guatemala,0,77
Guinea,0,24
GuineaBissau,0,36
Guyana,0,29
Haiti,0,45
Honduras,0,58
Hungary,0,195
Iceland,0,45
India,0,214
Indonesia,0,200
Iran,0,36
Iraq,0,3
Ireland,0,98
Israel,0,140
Italy,0,330
Jamaica,0,49
Japan,0,198
Jordan,0,98
Kazakhstan,0,74
Kenya,0,67
Kiribati,0,28
Korea D P Rp,0,134
Korea Rep.,0,167
Kuwait,0,15
Kyrgyzstan,0,77
LAIA NES,0,0
Lao P.Dem.R,0,42
Latvia,0,103
Lebanon,0,98
Liberia,0,11
Libya,0,16
Lithuania,0,138
Madagascar,0,64
Malawi,0,33
Malaysia,0,101
Mali,0,41
Malta,0,47
Mauritania,0,14
Mauritius,0,50
Mexico,0,145
Mongolia,0,51
Morocco,0,111
Mozambique,0,57
Myanmar,0,78
Nepal,0,53
Neth.Ant.Aru,0,29
Netherlands,0,266
Neutral Zone,0,2
New Calednia,0,20
New Zealand,0,144
Nicaragua,0,48
Niger,0,18
Nigeria,0,25
Norway,0,89
Occ.Pal.Terr,0,5
Oman,0,18
Oth.Oceania,0,24
Pakistan,0,106
Panama,0,113
Papua N.Guin,0,32
Paraguay,0,76
Peru,0,123
Philippines,0,98
Poland,0,285
Portugal,0,200
Qatar,0,16
Rep Moldova,0,98
Romania,0,178
Russian Fed,0,111
Rwanda,0,17
Samoa,0,11
Saudi Arabia,0,22
Senegal,0,49
Seychelles,0,15
Sierra Leone,0,39
Singapore,0,106
Slovakia,0,205
Slovenia,0,222
Somalia,0,17
South Africa,0,171
Spain,0,310
Sri Lanka,0,100
St.Helena,0,8
St.Kt-Nev-An,0,51
St.Pierre Mq,0,6
Sudan,0,32
Suriname,0,27
Sweden,0,206
Switz.Liecht,0,219
Syria,0,51
TFYR Macedna,0,82
Taiwan,0,176
Tajikistan,0,43
Tanzania,0,65
Thailand,0,207
Togo,0,27
Trinidad Tbg,0,35
Tunisia,0,122
Turkey,0,222
Turkmenistan,0,37
UK,0,264
US NES,0,34
USA,0,322
Uganda,0,33
Ukraine,0,182
Untd Arab Em,0,68
Uruguay,0,138
Uzbekistan,0,74
Venezuela,0,52
Viet Nam,0,123
Yemen,0,18
Yugoslavia,0,161
Zambia,0,37
Zimbabwe,0,84
Afghanistan,1,330
Afr.Other NS,1,71
Africa N.NES,1,0
Albania,1,455
Algeria,1,60
Angola,1,25
Areas NES,1,530
Argentina,1,505
Armenia,1,367
Asia NES,1,75
Asia West NS,1,171
Australia,1,487
Austria,1,585
Azerbaijan,1,284
Bahamas,1,276
Bahrain,1,311
Bangladesh,1,187
Barbados,1,427
Belarus,1,337
Belgium-Lux,1,609
Belize,1,316
Benin,1,267
Bermuda,1,265
Bolivia,1,276
Bosnia Herzg,1,429
Br.Antr.Terr,1,5
Brazil,1,573
Bulgaria,1,560
Burkina Faso,1,341
Burundi,1,173
CACM NES,1,53
Cambodia,1,172
Cameroon,1,95
Canada,1,562
Cent.Afr.Rep,1,79
Chad,1,79
Chile,1,427
China,1,562
China FTZ,1,440
China HK SAR,1,485
China MC SAR,1,284
Colombia,1,489
Congo,1,109
Costa Rica,1,366
Cote Divoire,1,245
Croatia,1,549
Cuba,1,219
Cyprus,1,467
Czech Rep,1,597
Dem.Rp.Congo,1,104
Denmark,1,563
Djibouti,1,168
Dominican Rp,1,367
EEC NES,1,210
Ecuador,1,311
Egypt,1,451
El Salvador,1,298
Eq.Guinea,1,50
Estonia,1,480
Ethiopia,1,177
Eur.Other NE,1,191
Falkland Is,1,192
Fiji,1,234
Finland,1,479
Fr Ind O,1,155
Fr.Guiana,1,1
"France,Monac",1,635
Gabon,1,140
Gambia,1,250
Georgia,1,449
Germany,1,576
Ghana,1,216
Gibraltar,1,222
Greece,1,573
Greenland,1,213
Guadeloupe,1,44
Guatemala,1,311
Guinea,1,120
GuineaBissau,1,299
Guyana,1,175
Haiti,1,240
Honduras,1,251
Hungary,1,562
Iceland,1,295
India,1,577
Indonesia,1,550
Iran,1,160
Iraq,1,8
Ireland,1,471
Israel,1,541
Italy,1,611
Jamaica,1,291
Japan,1,463
Jordan,1,464
Kazakhstan,1,288
Kenya,1,349
Kiribati,1,212
Korea D P Rp,1,524
Korea Rep.,1,519
Kuwait,1,74
Kyrgyzstan,1,404
LAIA NES,1,0
Lao P.Dem.R,1,166
Latvia,1,427
Lebanon,1,419
Liberia,1,45
Libya,1,60
Lithuania,1,451
Madagascar,1,165
Malawi,1,110
Malaysia,1,450
Mali,1,379
Malta,1,391
Mauritania,1,50
Mauritius,1,250
Mexico,1,539
Mongolia,1,201
Morocco,1,397
Mozambique,1,349
Myanmar,1,212
Nepal,1,308
Neth.Ant.Aru,1,264
Netherlands,1,609
Neutral Zone,1,44
New Calednia,1,172
New Zealand,1,473
Nicaragua,1,198
Niger,1,191
Nigeria,1,156
Norway,1,405
Occ.Pal.Terr,1,19
Oman,1,167
Oth.Oceania,1,325
Pakistan,1,385
Panama,1,448
Papua N.Guin,1,103
Paraguay,1,292
Peru,1,483
Philippines,1,385
Poland,1,602
Portugal,1,548
Qatar,1,125
Rep Moldova,1,454
Romania,1,543
Russian Fed,1,420
Rwanda,1,135
Samoa,1,90
Saudi Arabia,1,147
Senegal,1,180
Seychelles,1,93
Sierra Leone,1,370
Singapore,1,446
Slovakia,1,520
Slovenia,1,548
Somalia,1,112
South Africa,1,515
Spain,1,620
Sri Lanka,1,386
St.Helena,1,188
St.Kt-Nev-An,1,328
St.Pierre Mq,1,36
Sudan,1,102
Suriname,1,178
Sweden,1,544
Switz.Liecht,1,553
Syria,1,201
TFYR Macedna,1,355
Taiwan,1,511
Tajikistan,1,286
Tanzania,1,223
Thailand,1,571
Togo,1,207
Trinidad Tbg,1,237
Tunisia,1,471
Turkey,1,524
Turkmenistan,1,202
UK,1,573
US NES,1,240
USA,1,623
Uganda,1,136
Ukraine,1,534
Untd Arab Em,1,324
Uruguay,1,498
Uzbekistan,1,353
Venezuela,1,302
Viet Nam,1,380
Yemen,1,54
Yugoslavia,1,501
Zambia,1,282
Zimbabwe,1,369
Afghanistan,2,646
Afr.Other NS,2,616
Africa N.NES,2,0
Albania,2,653
Algeria,2,605
Angola,2,568
Areas NES,2,674
Argentina,2,682
Armenia,2,647
Asia NES,2,586
Asia West NS,2,611
Australia,2,695
Austria,2,679
Azerbaijan,2,648
Bahamas,2,654
Bahrain,2,645
Bangladesh,2,633
Barbados,2,656
Belarus,2,643
Belgium-Lux,2,693
Belize,2,641
Benin,2,646
Bermuda,2,660
Bolivia,2,658
Bosnia Herzg,2,645
Br.Antr.Terr,2,522
Brazil,2,693
Bulgaria,2,675
Burkina Faso,2,640
Burundi,2,620
CACM NES,2,604
Cambodia,2,612
Cameroon,2,564
Canada,2,697
Cent.Afr.Rep,2,592
Chad,2,607
Chile,2,667
China,2,691
China FTZ,2,649
China HK SAR,2,661
China MC SAR,2,630
Colombia,2,666
Congo,2,614
Costa Rica,2,645
Cote Divoire,2,645
Croatia,2,659
Cuba,2,646
Cyprus,2,662
Czech Rep,2,683
Dem.Rp.Congo,2,633
Denmark,2,675
Djibouti,2,605
Dominican Rp,2,644
EEC NES,2,623
Ecuador,2,644
Egypt,2,672
El Salvador,2,636
Eq.Guinea,2,534
Estonia,2,654
Ethiopia,2,636
Eur.Other NE,2,626
Falkland Is,2,636
Fiji,2,633
Finland,2,656
Fr Ind O,2,617
Fr.Guiana,2,1
"France,Monac",2,700
Gabon,2,596
Gambia,2,638
Georgia,2,655
Germany,2,687
Ghana,2,656
Gibraltar,2,632
Greece,2,690
Greenland,2,633
Guadeloupe,2,625
Guatemala,2,651
Guinea,2,621
GuineaBissau,2,650
Guyana,2,632
Haiti,2,621
Honduras,2,629
Hungary,2,665
Iceland,2,648
India,2,688
Indonesia,2,675
Iran,2,630
Iraq,2,474
Ireland,2,663
Israel,2,672
Italy,2,691
Jamaica,2,656
Japan,2,661
Jordan,2,664
Kazakhstan,2,670
Kenya,2,646
Kiribati,2,638
Korea D P Rp,2,669
Korea Rep.,2,655
Kuwait,2,606
Kyrgyzstan,2,653
LAIA NES,2,0
Lao P.Dem.R,2,630
Latvia,2,652
Lebanon,2,654
Liberia,2,621
Libya,2,608
Lithuania,2,671
Madagascar,2,617
Malawi,2,605
Malaysia,2,677
Mali,2,653
Malta,2,649
Mauritania,2,615
Mauritius,2,639
Mexico,2,675
Mongolia,2,630
Morocco,2,658
Mozambique,2,649
Myanmar,2,642
Nepal,2,653
Neth.Ant.Aru,2,645
Netherlands,2,702
Neutral Zone,2,593
New Calednia,2,624
New Zealand,2,664
Nicaragua,2,647
Niger,2,647
Nigeria,2,618
Norway,2,664
Occ.Pal.Terr,2,586
Oman,2,628
Oth.Oceania,2,622
Pakistan,2,654
Panama,2,667
Papua N.Guin,2,637
Paraguay,2,666
Peru,2,674
Philippines,2,665
Poland,2,679
Portugal,2,670
Qatar,2,606
Rep Moldova,2,653
Romania,2,668
Russian Fed,2,672
Rwanda,2,618
Samoa,2,568
Saudi Arabia,2,619
Senegal,2,639
Seychelles,2,620
Sierra Leone,2,649
Singapore,2,677
Slovakia,2,665
Slovenia,2,661
Somalia,2,630
South Africa,2,676
Spain,2,694
Sri Lanka,2,654
St.Helena,2,628
St.Kt-Nev-An,2,656
St.Pierre Mq,2,581
Sudan,2,603
Suriname,2,631
Sweden,2,672
Switz.Liecht,2,675
Syria,2,624
TFYR Macedna,2,644
Taiwan,2,655
Tajikistan,2,638
Tanzania,2,638
Thailand,2,680
Togo,2,631
Trinidad Tbg,2,634
Tunisia,2,651
Turkey,2,674
Turkmenistan,2,628
UK,2,690
US NES,2,647
USA,2,701
Uganda,2,626
Ukraine,2,677
Untd Arab Em,2,660
Uruguay,2,667
Uzbekistan,2,657
Venezuela,2,636
Viet Nam,2,675
Yemen,2,624
Yugoslavia,2,654
Zambia,2,659
Zimbabwe,2,656
Afghanistan,3,676
